wavelenght,counts
234.37428283691406,507.6361999511719
234.67532348632812,406.02923583984375
234.9763641357422,496.6806335449219
235.27740478515625,441.34228515625
235.57843017578125,560.40380859375
235.87945556640625,347.6772155761719
236.18048095703125,564.8036499023438
236.4814910888672,501.7421569824219
236.78250122070312,526.9711303710938
237.08349609375,397.94378662109375
237.38449096679688,553.8412475585938
237.6854705810547,407.6601257324219
237.9864501953125,558.7147827148438
238.2874298095703,466.6327819824219
238.58839416503906,554.7045288085938
238.8893585205078,508.86175537109375
239.1903076171875,565.8925170898438
239.4912567138672,478.91644287109375
239.79220581054688,662.8822631835938
240.0931396484375,504.93695068359375
240.39407348632812,585.673828125
240.6949920654297,592.9130249023438
240.99591064453125,640.60546875
241.2968292236328,536.7250366210938
241.5977325439453,639.4140625
241.8986358642578,512.50634765625
242.19952392578125,683.8036499023438
242.5004119873047,657.7421264648438
242.80128479003906,611.7079467773438
243.1021728515625,592.0839233398438
243.4030303955078,655.8890991210938
243.7039031982422,579.8446655273438
244.00474548339844,822.8378295898438
244.30560302734375,759.8241577148438
244.6064453125,701.7216186523438
244.90728759765625,654.0223999023438
245.20811462402344,771.6123046875
245.50894165039062,692.8788452148438
245.80975341796875,729.34228515625
246.11056518554688,631.0805053710938
246.411376953125,668.56787109375
246.71217346191406,639.8036499023438
247.01296997070312,857.8788452148438
247.31375122070312,668.60546875
247.61453247070312,758.673828125
247.91529846191406,895.7011108398438
248.216064453125,1522.0052490234375
248.51683044433594,1666.646484375
248.8175811767578,1173.2978515625
249.1183319091797,668.8890991210938
249.41908264160156,725.578125
249.71981811523438,666.26025390625
250.02053833007812,776.8515014648438
250.32127380371094,791.0189819335938
250.62197875976562,767.7182006835938
250.92269897460938,766.66015625
251.22340393066406,792.8754272460938
251.5240936279297,646.2239990234375
251.8247833251953,926.7523803710938
252.12547302246094,775.8344116210938
252.42616271972656,946.6396484375
252.72682189941406,620.0018920898438
253.02749633789062,758.537109375
253.32815551757812,688.619140625
253.62881469726562,705.8446655273438
253.92945861816406,718.6669921875
254.2301025390625,832.3060302734375
254.53073120117188,688.56787109375
254.83135986328125,783.8993530273438
255.13198852539062,770.7250366210938
255.43260192871094,941.0941772460938
255.73321533203125,703.67041015625
256.0338134765625,749.8685913085938
256.33441162109375,789.8173217773438
256.635009765625,798.9608764648438
256.9355773925781,673.8651733398438
257.2361755371094,727.8617553710938
257.5367431640625,576.49267578125
257.8373107910156,940.39697265625
258.1378479003906,760.8822631835938
258.43841552734375,790.5712890625
258.73895263671875,653.54736328125
259.03948974609375,721.6123046875
259.34002685546875,659.8173217773438
259.64056396484375,655.673828125
259.9410705566406,632.6840209960938
260.2415771484375,848.9642944335938
260.5420837402344,694.9779663085938
260.84259033203125,857.9882202148438
261.1430969238281,799.8036499023438
261.4435729980469,787.8139038085938
261.74407958984375,635.7250366210938
262.0445556640625,638.61572265625
262.3450012207031,782.5302734375
262.6454772949219,841.9711303710938
262.9459228515625,795.38671875
263.2463684082031,883.8173217773438
263.54681396484375,694.619140625
263.8472595214844,852.8036499023438
264.147705078125,804.5712890625
264.4481201171875,867.5986328125
264.74853515625,713.54736328125
265.0489501953125,897.0839233398438
265.349365234375,632.0531616210938
265.6497497558594,871.8173217773438
265.95013427734375,643.60205078125
266.2505187988281,812.7421264648438
266.5509033203125,731.7557983398438
266.8512878417969,717.8651733398438
267.1516418457031,599.8583374023438
267.4519958496094,827.8378295898438
267.7523498535156,693.8651733398438
268.0527038574219,727.57470703125
268.3530578613281,820.8241577148438
268.65338134765625,883.619140625
268.9537048339844,675.3935546875
269.2540283203125,820.9574584960938
269.5543518066406,784.0702514648438
269.8546447753906,951.7660522460938
270.15496826171875,725.7557983398438
270.45526123046875,781.7455444335938
270.75555419921875,765.8480834960938
271.0558166503906,791.58837890625
271.3561096191406,723.8446655273438
271.6563720703125,802.9916381835938
271.9566345214844,730.7216186523438
272.25689697265625,820.3388671875
272.5571594238281,609.6533203125
272.8573913574219,825.8446655273438
273.1576232910156,634.8070678710938
273.4578552246094,704.7284545898438
273.7580871582031,765.7455444335938
274.05828857421875,746.7113647460938
274.3585205078125,754.64306640625
274.6587219238281,834.646484375
274.95892333984375,625.65673828125
275.2591247558594,788.64306640625
275.5592956542969,710.7694702148438
275.8594665527344,762.7284545898438
276.1596374511719,702.7182006835938
276.4598083496094,674.7011108398438
276.7599792480469,775.4619140625
277.06011962890625,785.0702514648438
277.36029052734375,676.59521484375
277.660400390625,956.7079467773438
277.9605407714844,704.7694702148438
278.26068115234375,869.58837890625
278.560791015625,660.0975952148438
278.86090087890625,797.9096069335938
279.1610107421875,798.1659545898438
279.46112060546875,805.9916381835938
279.7611999511719,1272.783203125
280.0613098144531,1903.79345703125
280.36138916015625,1406.6396484375
280.6614685058594,1506.66357421875
280.9615173339844,1408.701171875
281.2615966796875,1249.5986328125
281.5616455078125,845.8754272460938
281.8616943359375,876.7728881835938
282.1617431640625,842.45166015625
282.4617614746094,865.8720092773438
282.7618103027344,872.8959350585938
283.06182861328125,1023.1898193359375
283.3618469238281,787.8685913085938
283.661865234375,1065.0838623046875
283.96185302734375,829.1249389648438
284.2618408203125,1077.75927734375
284.56182861328125,1014.8890991210938
284.86181640625,871.8617553710938
285.16180419921875,813.56787109375
285.4617614746094,1203.919921875
285.7617492675781,1498.9267578125
286.06170654296875,1244.90625
286.36163330078125,811.8925170898438
286.6615905761719,1160.8310546875
286.9615173339844,809.673828125
287.2614440917969,948.8993530273438
287.5613708496094,825.8173217773438
287.8612976074219,945.8822631835938
288.16119384765625,865.64990234375
288.46112060546875,1026.9608154296875
288.7610168457031,1005.5712890625
289.0609130859375,990.7421264648438
289.36077880859375,738.7660522460938
289.6606750488281,926.6976928710938
289.9605407714844,952.8173217773438
290.2604064941406,1114.9608154296875
290.5602722167969,1092.810546875
290.860107421875,860.7523803710938
291.1599426269531,1037.0360107421875
291.4598083496094,1213.537109375
291.7596130371094,1054.69091796875
292.0594482421875,1059.6259765625
292.3592834472656,991.7011108398438
292.6590881347656,903.6123046875
292.9588928222656,870.9164428710938
293.2586975097656,932.6840209960938
293.5584716796875,1027.80029296875
293.8582763671875,1145.47900390625
294.1580505371094,1055.81396484375
294.45782470703125,918.9403686523438
294.7575988769531,967.7011108398438
295.0573425292969,1017.7592163085938
295.3570861816406,946.7284545898438
295.6568298339844,1221.9267578125
295.9565734863281,898.7763061523438
296.2563171386719,941.5712890625
296.5560302734375,1040.81396484375
296.8557434082031,1006.7216186523438
297.15545654296875,1076.6396484375
297.4551696777344,966.8856811523438
297.7548828125,880.8617553710938
298.0545654296875,1091.88916015625
298.354248046875,900.7523803710938
298.6539306640625,1090.0667724609375
298.95361328125,900.8002319335938
299.2532653808594,923.8515014648438
299.55291748046875,1035.6396484375
299.85260009765625,982.1454467773438
300.1522216796875,990.6328125
300.4518737792969,993.7455444335938
300.7514953613281,1149.9368896484375
301.0511169433594,1095.6259765625
301.3507385253906,956.7763061523438
301.6503601074219,1144.64306640625
301.9499816894531,1054.74560546875
302.24957275390625,1056.78662109375
302.5491638183594,813.7626342773438
302.8487548828125,1005.65673828125
303.1483154296875,959.427734375
303.4479064941406,1054.69775390625
303.7474670410156,1019.8549194335938
304.0470275878906,1004.646484375
304.3465881347656,924.6328125
304.6461181640625,1137.755859375
304.9456481933594,793.0429077148438
305.24517822265625,1171.78662109375
305.5447082519531,1065.9710693359375
305.84423828125,1013.6123046875
306.14373779296875,988.8173217773438
306.4432678222656,1139.9130859375
306.74273681640625,787.8549194335938
307.042236328125,1196.82421875
307.34173583984375,1046.728515625
307.6412048339844,1175.81396484375
307.940673828125,1179.673828125
308.2401428222656,1211.83447265625
308.53961181640625,883.6874389648438
308.83905029296875,1162.76953125
309.13848876953125,863.619140625
309.43792724609375,1133.73876953125
309.73736572265625,1050.0360107421875
310.03680419921875,1229.6396484375
310.3362121582031,1068.9573974609375
310.6356201171875,1133.75244140625
310.9350280761719,916.509765625
311.23443603515625,1128.783203125
311.5338134765625,990.67041015625
311.83319091796875,1097.673828125
312.132568359375,1022.7011108398438
312.43194580078125,1131.74560546875
312.7313232421875,1037.673828125
313.0306701660156,1060.6259765625
313.33001708984375,988.3046875
313.6293640136719,1218.65673828125
313.9287109375,1127.9300537109375
314.22802734375,1134.57470703125
314.52734375,981.46533203125
314.82666015625,1251.9334716796875
315.1259765625,1110.5029296875
315.42529296875,1231.19873046875
315.7245788574219,1350.60546875
316.02386474609375,1336.6875
316.3231506347656,1361.79345703125
316.6224365234375,1440.66357421875
316.92169189453125,1159.80029296875
317.220947265625,1290.7216796875
317.52020263671875,1071.60888671875
317.8194580078125,1154.7490234375
318.11871337890625,1393.67724609375
318.4179382324219,2023.56103515625
318.7171630859375,1820.54736328125
319.0163879394531,1447.80712890625
319.31561279296875,1138.41748046875
319.61480712890625,1192.80712890625
319.91400146484375,993.7489624023438
320.21319580078125,1269.5849609375
320.51239013671875,977.646484375
320.81158447265625,1120.373046875
321.1107482910156,1257.40380859375
321.409912109375,986.4482421875
321.7090759277344,1130.5166015625
322.00823974609375,1108.79345703125
322.307373046875,1035.56103515625
322.60650634765625,1128.87548828125
322.9056396484375,1108.45166015625
323.20477294921875,1248.7080078125
323.5038757324219,977.578125
323.8030090332031,1125.509765625
324.10211181640625,1129.9300537109375
324.4012145996094,1055.4140625
324.7002868652344,993.8856811523438
324.9993896484375,1242.52001953125
325.2984619140625,1087.9288330078125
325.5975341796875,1120.38330078125
325.8966064453125,1123.45849609375
326.1956481933594,1406.60205078125
326.49468994140625,928.591796875
326.7937316894531,1481.6259765625
327.0927734375,1147.3798828125
327.3918151855469,1143.72509765625
327.6908264160156,1062.3046875
327.9898376464844,1213.26025390625
328.2888488769531,1104.53369140625
328.5878601074219,1135.54736328125
328.8868713378906,1063.400390625
329.18585205078125,1028.1474609375
329.4848327636719,1058.28076171875
329.7838134765625,1417.0791015625
330.082763671875,1327.25
330.3817443847656,1195.4892578125
330.6806945800781,1158.990234375
330.9796447753906,1264.19873046875
331.278564453125,1022.0278930664062
331.5775146484375,1300.99365234375
331.8764343261719,1121.08251953125
332.17535400390625,1326.94921875
332.4742736816406,978.9048461914062
332.7731628417969,1339.7305908203125
333.07208251953125,1114.03125
333.3709716796875,1047.8126220703125
333.66986083984375,1158.7169189453125
333.9687194824219,1368.6964111328125
334.2676086425781,1212.7203369140625
334.56646728515625,1363.5391845703125
334.8653259277344,1324.7886962890625
335.1641845703125,1334.3135986328125
335.4630126953125,1243.4981689453125
335.7618408203125,1241.1632080078125
336.0606689453125,1186.1666259765625
336.3594970703125,1259.2418212890625
336.6583251953125,1371.913818359375
336.9571228027344,1409.691650390625
337.25592041015625,1326.811279296875
337.5547180175781,1271.520751953125
337.853515625,1281.541259765625
338.15228271484375,1162.226806640625
338.4510803222656,1073.619873046875
338.7498474121094,1249.274658203125
339.048583984375,1069.8885498046875
339.34735107421875,1213.110595703125
339.6460876464844,1061.018310546875
339.94482421875,1087.199462890625
340.2435607910156,1107.264404296875
340.54229736328125,1167.038818359375
340.84100341796875,1092.8577880859375
341.1397399902344,1263.114013671875
341.43841552734375,944.0833129882812
341.73712158203125,1126.329345703125
342.03582763671875,1156.305419921875
342.3345031738281,1127.561767578125
342.6331787109375,1060.766845703125
342.9318542480469,1220.165283203125
343.2304992675781,1111.698486328125
343.5291748046875,1152.664306640625
343.82781982421875,1029.0093994140625
344.12646484375,1073.1905517578125
344.4250793457031,1052.879638671875
344.7237243652344,1365.1153564453125
345.0223388671875,1118.930908203125
345.3209533691406,1317.3717041015625
345.61956787109375,1033.0538330078125
345.91815185546875,1145.1153564453125
346.2167663574219,1125.0059814453125
346.5153503417969,1301.630126953125
346.81390380859375,1186.889892578125
347.11248779296875,1362.9888916015625
347.4110412597656,1206.913818359375
347.7096252441406,1256.852294921875
348.0081481933594,1139.664306640625
348.30670166015625,1283.462646484375
348.6052551269531,1059.414794921875
348.9037780761719,1359.626708984375
349.2023010253906,1186.407958984375
349.5008239746094,1228.281494140625
349.79931640625,1168.448974609375
350.0978088378906,1244.489990234375
350.39630126953125,1256.917236328125
350.6947937011719,1343.927490234375
350.9932861328125,1504.718994140625
351.291748046875,1268.869384765625
351.5902099609375,1387.0914306640625
351.888671875,1468.9547119140625
352.1871337890625,1189.2213134765625
352.4855651855469,1271.1802978515625
352.7840270996094,1384.883056640625
353.08245849609375,1434.1939697265625
353.380859375,1374.9957275390625
353.6792907714844,1450.9786376953125
353.9776916503906,1635.9718017578125
354.2760925292969,1770.828369140625
354.5744934082031,1489.876220703125
354.8728942871094,1773.749755859375
355.1712646484375,1603.913818359375
355.4696350097656,1752.595947265625
355.76800537109375,1701.804443359375
356.0663757324219,1839.739501953125
356.3647155761719,2019.900146484375
356.6630554199219,1822.947998046875
356.9613952636719,1641.0162353515625
357.2597351074219,1787.818115234375
357.5580749511719,1880.903564453125
357.85638427734375,1740.770263671875
358.1546936035156,1850.0914306640625
358.4530029296875,2172.821533203125
358.75128173828125,2500.971923828125
359.0495910644531,2896.701904296875
359.3478698730469,2628.794189453125
359.6461486816406,2837.640380859375
359.94439697265625,2268.934326171875
360.24267578125,1770.592529296875
360.5409240722656,1582.876220703125
360.83917236328125,1540.9991455078125
361.1374206542969,1303.934326171875
361.4356384277344,1466.9649658203125
361.7338562011719,1326.0948486328125
362.0320739746094,1401.9615478515625
362.3302917480469,1264.947998046875
362.6285095214844,1468.9512939453125
362.92669677734375,1195.924072265625
363.2248840332031,1423.749755859375
363.5230712890625,1079.541259765625
363.8212585449219,1452.708740234375
364.1194152832031,1347.0333251953125
364.4175720214844,1185.0914306640625
364.7157287597656,1263.1529541015625
365.0138854980469,1388.804443359375
365.31201171875,1200.828369140625
365.6101379394531,1293.729248046875
365.90826416015625,1196.893310546875
366.2063903808594,1142.0469970703125
366.5045166015625,1244.613037109375
366.8026123046875,1418.876220703125
367.1007080078125,1235.486572265625
367.3988037109375,1133.0606689453125
367.6968688964844,1213.442138671875
367.9949645996094,1228.401123046875
368.29302978515625,1253.859130859375
368.5910949707031,1194.531005859375
368.8891296386719,1254.684814453125
369.18719482421875,1461.756591796875
369.4852294921875,1070.848876953125
369.78326416015625,1323.421630859375
370.081298828125,1203.9888916015625
370.3793029785156,1247.718994140625
370.67730712890625,1129.725830078125
370.9753112792969,1107.746337890625
371.2733154296875,1234.790771484375
371.5712890625,1375.0675048828125
371.8692932128906,1168.869384765625
372.1672668457031,1380.1392822265625
372.4652404785156,1248.9683837890625
372.76318359375,1333.647216796875
373.0611267089844,1201.551513671875
373.3591003417969,1366.835205078125
373.6570129394531,1170.660888671875
373.9549560546875,1412.787353515625
374.25286865234375,1471.684814453125
374.5508117675781,1583.671142578125
374.8487243652344,1565.937744140625
375.1466064453125,1667.681396484375
375.44451904296875,1454.944580078125
375.7424011230469,1828.756591796875
376.040283203125,1568.684814453125
376.3381652832031,1609.917236328125
376.6360168457031,1406.845458984375
376.9338684082031,1693.496826171875
377.2317199707031,1834.466064453125
377.5295715332031,1652.718994140625
377.8274230957031,1765.924072265625
378.125244140625,1763.941162109375
378.4230651855469,1791.749755859375
378.72088623046875,2105.722412109375
379.0186767578125,1822.869384765625
379.3164978027344,2349.965087890625
379.6142883300781,2146.599365234375
379.9120788574219,2342.438720703125
380.2098693847656,2327.804443359375
380.50762939453125,2417.718994140625
380.8053894042969,2526.043701171875
381.1031494140625,2713.486572265625
381.4009094238281,2653.517333984375
381.6986389160156,2924.712158203125
381.9963684082031,2877.852294921875
382.2940979003906,3162.033447265625
382.5918273925781,3171.787353515625
382.8895568847656,3531.818115234375
383.187255859375,3566.688232421875
383.4849548339844,3533.930908203125
383.78265380859375,3631.989013671875
384.080322265625,4038.643798828125
384.3780212402344,3996.814697265625
384.6756896972656,4213.5068359375
384.9733581542969,4387.58203125
385.27099609375,5508.6162109375
385.5686340332031,6129.5546875
385.8663024902344,5915.005859375
386.1639099121094,5499.74267578125
386.4615478515625,6560.51025390625
386.7591857910156,5210.69140625
387.0567932128906,5127.37060546875
387.3544006347656,6575.37744140625
387.6519775390625,6358.7255859375
387.9495849609375,3664.842041015625
388.2471618652344,4857.759765625
388.54473876953125,8008.7529296875
388.8423156738281,7536.9990234375
389.1398620605469,2515.722412109375
389.4374084472656,1498.818115234375
389.7349548339844,1352.0059814453125
390.0325012207031,1542.722412109375
390.3300476074219,1588.831787109375
390.6275634765625,1325.0128173828125
390.9250793457031,1373.865966796875
391.22259521484375,1406.739501953125
391.52008056640625,1637.934326171875
391.8175964355469,1584.517333984375
392.1150817871094,1440.715576171875
392.4125671386719,1513.572021484375
392.71002197265625,1491.855712890625
393.00750732421875,1762.0401611328125
393.3049621582031,1993.0504150390625
393.6024169921875,6556.4794921875
393.89984130859375,11279.8349609375
394.1972961425781,4000.633544921875
394.4947204589844,1891.715576171875
394.7921447753906,1675.0093994140625
395.08953857421875,1682.9547119140625
395.386962890625,1720.756591796875
395.6843566894531,1342.814697265625
395.98175048828125,1498.712158203125
396.2791442871094,1515.606201171875
396.5765075683594,1753.537841796875
396.8738708496094,2218.941162109375
397.1712341308594,7111.81787109375
397.4685974121094,7507.98193359375
397.7659606933594,2634.527587890625
398.06329345703125,1922.1973876953125
398.3606262207031,1565.722412109375
398.657958984375,1358.821533203125
398.95526123046875,1640.749755859375
399.2525634765625,1419.643798828125
399.54986572265625,1642.0606689453125
399.84716796875,1778.0230712890625
400.14447021484375,1780.1392822265625
400.4417419433594,1794.872802734375
400.739013671875,1588.947998046875
401.0362854003906,1368.0811767578125
401.33355712890625,1857.821533203125
401.63079833984375,1491.0982666015625
401.92803955078125,1675.920654296875
402.22528076171875,1640.732666015625
402.52252197265625,1652.903564453125
402.8197326660156,1559.852294921875
403.116943359375,1555.568603515625
403.4141540527344,1472.664306640625
403.71136474609375,1597.0093994140625
404.008544921875,1598.729248046875
404.30572509765625,1888.9991455078125
404.6029052734375,1706.664306640625
404.90008544921875,1886.736083984375
405.1972351074219,1509.1529541015625
405.494384765625,2033.842041015625
405.7915344238281,1862.9718017578125
406.08868408203125,1555.551513671875
406.38580322265625,1633.742919921875
406.6829528808594,1664.821533203125
406.9800720214844,1575.814697265625
407.27716064453125,1686.1324462890625
407.57427978515625,1725.0264892578125
407.8713684082031,1919.739501953125
408.16845703125,2046.886474609375
408.4655456542969,1852.910400390625
408.7626037597656,1730.0367431640625
409.0596923828125,1899.1837158203125
409.35675048828125,1665.0982666015625
409.6537780761719,2035.920654296875
409.9508361816406,1828.777099609375
410.24786376953125,1760.0572509765625
410.5448913574219,1870.2178955078125
410.8419189453125,2025.0982666015625
411.138916015625,1775.1837158203125
411.4359436035156,2132.783935546875
411.7329406738281,1760.9649658203125
412.0299377441406,1988.1529541015625
412.326904296875,1925.0196533203125
412.6238708496094,1848.1734619140625
412.9208679199219,1860.937744140625
413.2178039550781,2039.1734619140625
413.5147705078125,1913.0401611328125
413.81170654296875,2005.3101806640625
414.108642578125,1785.0572509765625
414.40557861328125,1860.879638671875
414.7025146484375,1716.1529541015625
414.9994201660156,2224.989013671875
415.29632568359375,2199.060791015625
415.5932312011719,2420.924072265625
415.89013671875,2192.855712890625
416.18701171875,2402.906982421875
416.48388671875,2063.177001953125
416.78076171875,2024.6793212890625
417.07763671875,2091.177001953125
417.3744812011719,2141.084716796875
417.67132568359375,1842.0264892578125
417.9681701660156,2062.026611328125
418.2650146484375,2201.163330078125
418.56182861328125,2241.889892578125
418.858642578125,1865.1700439453125
419.15545654296875,1959.883056640625
419.4522705078125,1756.1973876953125
419.7490539550781,2295.183837890625
420.04583740234375,2316.4775390625
420.3426208496094,2101.149658203125
420.639404296875,1567.0709228515625
420.9361572265625,1609.2862548828125
421.23291015625,1847.9888916015625
421.5296630859375,1736.941162109375
421.826416015625,1983.0196533203125
422.1231384277344,1876.1700439453125
422.4198913574219,1725.3341064453125
422.71661376953125,2133.218017578125
423.0133056640625,6279.29638671875
423.3100280761719,5575.9306640625
423.6067199707031,1829.4024658203125
423.9034118652344,1735.2725830078125
424.2000732421875,1654.917236328125
424.49676513671875,1880.1597900390625
424.7934265136719,1361.3135986328125
425.090087890625,1405.4879150390625
425.3867492675781,1398.0504150390625
425.6833801269531,1376.5767822265625
425.9800109863281,1435.5015869140625
426.2766418457031,1479.5494384765625
426.5732727050781,1637.0093994140625
426.869873046875,1580.0914306640625
427.16650390625,1593.4024658203125
427.4631042480469,1544.5289306640625
427.7596740722656,1364.5050048828125
428.0562744140625,1523.4468994140625
428.35284423828125,1635.3375244140625
428.6494140625,2049.279541015625
428.94598388671875,1485.4571533203125
429.2425231933594,1595.4605712890625
429.5390625,1582.4913330078125
429.8356018066406,1668.4195556640625
430.13214111328125,1405.4674072265625
430.42864990234375,1685.0606689453125
430.72515869140625,1850.5220947265625
431.02166748046875,1768.5255126953125
431.31817626953125,1451.5836181640625
431.61468505859375,1443.3751220703125
431.9111633300781,1507.6519775390625
432.2076416015625,1644.4503173828125
432.50408935546875,1515.5220947265625
432.8005676269531,1484.3375244140625
433.0970153808594,1372.6861572265625
433.3934631347656,1326.4742431640625
433.6899108886719,1454.9786376953125
433.986328125,1556.5015869140625
434.2827453613281,1369.5665283203125
434.57916259765625,1435.4913330078125
434.8755798339844,1306.7271728515625
435.1719970703125,1520.2144775390625
435.4683837890625,1447.6690673828125
435.7647705078125,1601.3238525390625
436.0611267089844,1422.6177978515625
436.3575134277344,1408.2794189453125
436.65386962890625,1551.6177978515625
436.9502258300781,1638.5220947265625
437.24658203125,1607.2008056640625
437.54290771484375,1636.1221923828125
437.8392333984375,1263.3751220703125
438.13555908203125,1364.5870361328125
438.431884765625,1338.6690673828125
438.7281799316406,1366.1632080078125
439.02447509765625,1317.4434814453125
439.3207702636719,1406.5699462890625
439.6170654296875,1393.8126220703125
439.913330078125,1368.8638916015625
440.2096252441406,1398.8468017578125
440.5058898925781,1305.6929931640625
440.8021240234375,1126.3614501953125
441.098388671875,1425.8980712890625
441.3946228027344,1463.4879150390625
441.69085693359375,1348.94921875
441.987060546875,1277.4058837890625
442.2832946777344,1378.3170166015625
442.5794982910156,1311.4537353515625
442.8757019042969,1658.8092041015625
443.171875,1343.8092041015625
443.46807861328125,1373.6929931640625
443.7642517089844,1414.7647705078125
444.0604248046875,1726.4571533203125
444.3565979003906,1544.6280517578125
444.6527404785156,1502.6075439453125
444.9488830566406,1559.7135009765625
445.2450256347656,1664.7681884765625
445.5411682128906,1540.7545166015625
445.8372802734375,1762.2705078125
446.1333923339844,1667.02783203125
446.42950439453125,1364.94921875
446.7255859375,1249.9697265625
447.0216979980469,1417.4366455078125
447.3177795410156,1423.7374267578125
447.6138610839844,1254.6280517578125
447.909912109375,1131.8433837890625
448.20599365234375,1467.8980712890625
448.5020446777344,1029.7066650390625
448.798095703125,1452.9117431640625
449.0941162109375,1230.7921142578125
449.3901672363281,1506.7955322265625
449.6861877441406,1224.6177978515625
449.982177734375,1572.03466796875
450.2781982421875,1226.0927734375
450.5741882324219,1424.6143798828125
450.87017822265625,1384.9014892578125
451.1661682128906,1373.8502197265625
451.462158203125,1236.7442626953125
451.75811767578125,1389.6895751953125
452.0540771484375,1279.6485595703125
452.35003662109375,1351.8604736328125
452.6459655761719,1171.7476806640625
452.9419250488281,1405.8809814453125
453.23785400390625,1397.7135009765625
453.53375244140625,1414.8468017578125
453.8296813964844,1251.19873046875
454.1255798339844,1382.8638916015625
454.4214782714844,1395.9219970703125
454.7173767089844,1365.8673095703125
455.01324462890625,1330.9697265625
455.3091125488281,1430.8707275390625
455.60498046875,1332.9014892578125
455.9008483886719,1611.05517578125
456.19671630859375,1302.23291015625
456.4925537109375,1345.181640625
456.78839111328125,1071.0380859375
457.0841979980469,1214.0244140625
457.3800354003906,1255.0791015625
457.67584228515625,1505.5870361328125
457.9716491699219,1117.99365234375
458.2674560546875,1304.97314453125
458.563232421875,1355.6895751953125
458.8590087890625,1343.26025390625
459.15478515625,1507.9765625
459.4505615234375,1579.7203369140625
459.7463073730469,1347.7784423828125
460.04205322265625,1621.0791015625
460.3377990722656,1358.8126220703125
460.633544921875,1778.7340087890625
460.92926025390625,1612.94580078125
461.2249755859375,1522.990234375
461.52069091796875,1394.140625
